medal_date,medal_type,medal_code,name,gender,country_long,nationality_long,discipline,event,birth_date,code_athlete,is_medallist
2024-08-09,Bronze Medal,3.0,MACKENZIE Sloan,Female,Canada,Canada,Canoe Sprint,Women's Canoe Double 500m,2002-05-16,1964583,true
2024-08-09,Bronze Medal,3.0,VINCENT Katie,Female,Canada,Canada,Canoe Sprint,Women's Canoe Double 500m,1996-03-12,1964547,true
2024-08-09,Gold Medal,1.0,CARRINGTON Lisa,Female,New Zealand,New Zealand,Canoe Sprint,Women's Kayak Double 500m,1989-06-23,1945383,true
2024-08-09,Gold Medal,1.0,HOSKIN Alicia,Female,New Zealand,New Zealand,Canoe Sprint,Women's Kayak Double 500m,2000-02-06,1945378,true
2024-08-09,Silver Medal,2.0,CSIPES Tamara,Female,Hungary,Hungary,Canoe Sprint,Women's Kayak Double 500m,1989-08-24,1568350,true
2024-08-09,Silver Medal,2.0,GAZSO Alida Dora,Female,Hungary,Hungary,Canoe Sprint,Women's Kayak Double 500m,2000-04-18,1568750,true
2024-08-09,Bronze Medal,3.0,PASZEK Paulina,Female,Germany,Germany,Canoe Sprint,Women's Kayak Double 500m,1997-10-26,1913800,true
2024-08-09,Bronze Medal,3.0,HAKE Jule Marie,Female,Germany,Germany,Canoe Sprint,Women's Kayak Double 500m,1999-09-24,1913749,true
2024-08-09,Bronze Medal,3.0,PUPP Noemi,Female,Hungary,Hungary,Canoe Sprint,Women's Kayak Double 500m,1998-07-28,1570556,true
2024-08-09,Bronze Medal,3.0,FOJT Sara,Female,Hungary,Hungary,Canoe Sprint,Women's Kayak Double 500m,2003-12-03,1568745,true
2024-08-09,Gold Medal,1.0,GUAZZINI Vittoria,Female,Italy,Italy,Cycling Track,Women's Madison,2000-12-26,1923042,true
2024-08-09,Gold Medal,1.0,CONSONNI Chiara,Female,Italy,Italy,Cycling Track,Women's Madison,1999-06-24,1923048,true
2024-08-09,Silver Medal,2.0,EVANS Neah,Female,Great Britain,Great Britain,Cycling Track,Women's Madison,1990-08-01,1912519,true
2024-08-09,Silver Medal,2.0,BARKER Elinor,Female,Great Britain,Great Britain,Cycling Track,Women's Madison,1994-09-07,1912507,true
2024-08-09,Bronze Medal,3.0,van BELLE Lisa,Female,Netherlands,Netherlands,Cycling Track,Women's Madison,2004-01-30,1969170,true
2024-08-09,Bronze Medal,3.0,van der DUIN Maike,Female,Netherlands,Netherlands,Cycling Track,Women's Madison,2001-09-12,1969173,true
2024-08-09,Gold Medal,1.0,TENAS Arnau,Male,Spain,Spain,Football,Men,2001-05-30,1942296,true
2024-08-09,Gold Medal,1.0,PUBILL Marc,Male,Spain,Spain,Football,Men,2003-06-20,1942269,true
2024-08-09,Gold Medal,1.0,MIRANDA Juan,Male,Spain,Spain,Football,Men,2000-01-19,1942241,true
2024-08-09,Gold Medal,1.0,GARCIA Eric,Male,Spain,Spain,Football,Men,2001-01-09,1942076,true
2024-08-09,Gold Medal,1.0,CUBARSI Pau,Male,Spain,Spain,Football,Men,2007-01-22,1942056,true
2024-08-09,Gold Medal,1.0,BARRIOS Pablo,Male,Spain,Spain,Football,Men,2003-06-15,1942037,true
2024-08-09,Gold Medal,1.0,LOPEZ Diego,Male,Spain,Spain,Football,Men,2002-05-13,1942222,true
2024-08-09,Gold Medal,1.0,TURRIENTES Benat,Male,Spain,Spain,Football,Men,2002-01-31,1942301,true
2024-08-09,Gold Medal,1.0,RUIZ Abel,Male,Spain,Spain,Football,Men,2000-01-28,1942280,true
2024-08-09,Gold Medal,1.0,BAENA Alex,Male,Spain,Spain,Football,Men,2001-07-20,1942033,true
2024-08-09,Gold Medal,1.0,LOPEZ Fermin,Male,Spain,Spain,Football,Men,2003-05-11,1942221,true
2024-08-09,Gold Medal,1.0,PACHECO Jon,Male,Spain,Spain,Football,Men,2001-01-08,1942259,true
2024-08-09,Gold Medal,1.0,GARCIA Joan,Male,Spain,Spain,Football,Men,2001-05-04,1942077,true
2024-08-09,Gold Medal,1.0,OROZ Aimar,Male,Spain,Spain,Football,Men,2001-11-27,1942257,true
2024-08-09,Gold Medal,1.0,GUTIERREZ Miguel,Male,Spain,Spain,Football,Men,2001-07-27,1942099,true
2024-08-09,Gold Medal,1.0,BERNABE Adrian,Male,Spain,Spain,Football,Men,2001-05-26,1942039,true
2024-08-09,Gold Medal,1.0,GOMEZ Sergio,Male,Spain,Spain,Football,Men,2000-09-04,1942089,true
2024-08-09,Gold Medal,1.0,OMORODION Samu,Male,Spain,Spain,Football,Men,2004-05-05,1942256,true
2024-08-09,Gold Medal,1.0,MOSQUERA Cristhian,Male,Spain,Spain,Football,Men,2004-06-27,1942248,true
2024-08-09,Gold Medal,1.0,SANCHEZ Juanlu,Male,Spain,Spain,Football,Men,2003-08-15,1942289,true
2024-08-09,Gold Medal,1.0,CAMELLO Sergio,Male,Spain,Spain,Football,Men,2001-02-10,1942046,true
2024-08-09,Gold Medal,1.0,ITURBE Alejandro,Male,Spain,Spain,Football,Men,2003-09-02,1942104,true
2024-08-09,Silver Medal,2.0,NKAMBADIO Obed,Male,France,France,Football,Men,2003-02-07,1900695,true
2024-08-09,Silver Medal,2.0,LUKEBA Castello,Male,France,France,Football,Men,2002-12-17,1900683,true
2024-08-09,Silver Medal,2.0,TRUFFERT Adrien,Male,France,France,Football,Men,2001-11-20,1900718,true
2024-08-09,Silver Medal,2.0,BADE Loic,Male,France,France,Football,Men,2000-04-11,4669223,true
2024-08-09,Silver Medal,2.0,SILDILLIA Kiliann,Male,France,France,Football,Men,2002-05-16,1900709,true
2024-08-09,Silver Medal,2.0,KONE Manu,Male,France,France,Football,Men,2001-05-17,1900672,true
2024-08-09,Silver Medal,2.0,OLISE Michael,Male,France,France,Football,Men,2001-12-12,1900699,true
2024-08-09,Silver Medal,2.0,AKLIOUCHE Maghnes,Male,France,France,Football,Men,2002-02-25,1900626,true
2024-08-09,Silver Medal,2.0,KALIMUENDO Arnaud,Male,France,France,Football,Men,2002-01-20,1900668,true
2024-08-09,Silver Medal,2.0,LACAZETTE Alexandre,Male,France,France,Football,Men,1991-05-28,1900674,true
2024-08-09,Silver Medal,2.0,DOUE Desire,Male,France,France,Football,Men,2005-06-03,1900653,true
2024-08-09,Silver Medal,2.0,MILLOT Enzo,Male,France,France,Football,Men,2002-07-17,1900694,true
2024-08-09,Silver Medal,2.0,CHOTARD Joris,Male,France,France,Football,Men,2001-09-24,1900644,true
2024-08-09,Silver Medal,2.0,MATETA Jean-Philippe,Male,France,France,Football,Men,1997-06-28,3549727,true
2024-08-09,Silver Medal,2.0,LOCKO Bradley,Male,France,France,Football,Men,2002-05-06,1900682,true
2024-08-09,Silver Medal,2.0,RESTES Guillaume,Male,France,France,Football,Men,2005-03-11,1900702,true
2024-08-09,Silver Medal,2.0,MAGASSA Soungoutou,Male,France,France,Football,Men,2003-10-08,1900684,true
2024-08-09,Silver Medal,2.0,CHERKI Rayan,Male,France,France,Football,Men,2003-08-17,1900641,true
2024-08-09,Silver Medal,2.0,MATSIMA Chrislain,Male,France,France,Football,Men,2002-05-15,1900690,true
2024-08-09,Silver Medal,2.0,DIOUF Andy,Male,France,France,Football,Men,2003-05-17,1900651,true
2024-08-09,Silver Medal,2.0,LEPENANT Johann,Male,France,France,Football,Men,2002-10-22,1900680,true
2024-08-09,Bronze Medal,3.0,FROHMS Merle,Female,Germany,Germany,Football,Women,1995-01-28,1880591,true
2024-08-09,Bronze Medal,3.0,LINDER Sarai,Female,Germany,Germany,Football,Women,1999-10-26,1880576,true
2024-08-09,Bronze Medal,3.0,HENDRICH Kathrin,Female,Germany,Germany,Football,Women,1992-04-06,1880566,true
2024-08-09,Bronze Medal,3.0,SCHULZE SOLANO Bibiane,Female,Germany,Germany,Football,Women,1998-11-12,1880606,true
2024-08-09,Bronze Medal,3.0,HEGERING Marina,Female,Germany,Germany,Football,Women,1990-04-17,1880595,true
2024-08-09,Bronze Medal,3.0,MINGE Janina,Female,Germany,Germany,Football,Women,1999-06-11,1880574,true
2024-08-09,Bronze Medal,3.0,SCHUELLER Lea,Female,Germany,Germany,Football,Women,1997-11-12,1880572,true
2024-08-09,Bronze Medal,3.0,LOHMANN Sydney,Female,Germany,Germany,Football,Women,2000-06-19,1880581,true
2024-08-09,Bronze Medal,3.0,NUESKEN Sjoeke,Female,Germany,Germany,Football,Women,2001-01-22,1880584,true
2024-08-09,Bronze Medal,3.0,FREIGANG Laura,Female,Germany,Germany,Football,Women,1998-02-01,1880573,true
2024-08-09,Bronze Medal,3.0,POPP Alexandra,Female,Germany,Germany,Football,Women,1991-04-06,1880564,true
2024-08-09,Bronze Medal,3.0,BERGER Ann-Katrin,Female,Germany,Germany,Football,Women,1990-10-09,1880602,true
2024-08-09,Bronze Medal,3.0,DOORSOUN Sara,Female,Germany,Germany,Football,Women,1991-11-17,1880565,true
2024-08-09,Bronze Medal,3.0,SENSS Elisa,Female,Germany,Germany,Football,Women,1997-10-01,1880609,true
2024-08-09,Bronze Medal,3.0,GWINN Giulia,Female,Germany,Germany,Football,Women,1999-07-02,1880575,true
2024-08-09,Bronze Medal,3.0,BRAND Jule,Female,Germany,Germany,Football,Women,2002-10-16,1880592,true
2024-08-09,Bronze Medal,3.0,BUEHL Klara,Female,Germany,Germany,Football,Women,2000-12-07,1880583,true
2024-08-09,Bronze Medal,3.0,ENDEMANN Vivien,Female,Germany,Germany,Football,Women,2001-08-07,1880610,true
2024-08-09,Bronze Medal,3.0,RAUCH Felicitas,Female,Germany,Germany,Football,Women,1996-04-30,1880571,true
2024-08-09,Bronze Medal,3.0,ANYOMI Nicole,Female,Germany,Germany,Football,Women,2000-02-10,1880578,true
2024-08-09,Gold Medal,1.0,VEENENDAAL Anne,Female,Netherlands,Netherlands,Hockey,Women,1995-09-07,1971974,true
2024-08-09,Gold Medal,1.0,FOKKE Luna Noa,Female,Netherlands,Netherlands,Hockey,Women,2001-03-09,1971927,true
2024-08-09,Gold Medal,1.0,MOES Freeke,Female,Netherlands,Netherlands,Hockey,Women,1998-11-29,1971955,true
2024-08-09,Gold Medal,1.0,POST Lisa,Female,Netherlands,Netherlands,Hockey,Women,1999-01-27,1971960,true
2024-08-09,Gold Medal,1.0,de WAARD Xan,Female,Netherlands,Netherlands,Hockey,Women,1995-11-08,1971978,true
2024-08-09,Gold Medal,1.0,JANSEN Yibbi,Female,Netherlands,Netherlands,Hockey,Women,1999-11-18,1971940,true
2024-08-09,Gold Medal,1.0,van LAARHOVEN Renee,Female,Netherlands,Netherlands,Hockey,Women,1997-10-15,1971948,true
2024-08-09,Gold Medal,1.0,ALBERS Felice,Female,Netherlands,Netherlands,Hockey,Women,1999-12-27,1971903,true
2024-08-09,Gold Medal,1.0,VERSCHOOR Maria,Female,Netherlands,Netherlands,Hockey,Women,1994-04-22,1971975,true
2024-08-09,Gold Medal,1.0,KOOLEN Sanne,Female,Netherlands,Netherlands,Hockey,Women,1996-03-23,1971945,true
2024-08-09,Gold Medal,1.0,MATLA Frederique,Female,Netherlands,Netherlands,Hockey,Women,1996-12-28,1971950,true
2024-08-09,Gold Medal,1.0,BURG Joosje,Female,Netherlands,Netherlands,Hockey,Women,1997-07-29,1971919,true
2024-08-09,Gold Medal,1.0,JOCHEMS Marleen,Female,Netherlands,Netherlands,Hockey,Women,2000-01-24,1971942,true
2024-08-09,Gold Medal,1.0,SANDERS Pien,Female,Netherlands,,Hockey,Women,1998-06-11,1971965,true
2024-08-09,Gold Medal,1.0,VEEN Marijn,Female,Netherlands,Netherlands,Hockey,Women,1996-11-18,1971973,true
2024-08-09,Gold Medal,1.0,NUNNINK Laura,Female,Netherlands,Netherlands,Hockey,Women,1995-01-26,1971958,true
2024-08-09,Gold Medal,1.0,DICKE Pien,Female,Netherlands,Netherlands,Hockey,Women,1999-08-28,1971923,true
2024-08-09,Silver Medal,2.0,YE Jiao,Female,People's Republic of China,People's Republic of China,Hockey,Women,1994-10-21,1926915,true
2024-08-09,Silver Medal,2.0,GU Bingfeng,Female,People's Republic of China,People's Republic of China,Hockey,Women,1994-01-25,1926896,true
2024-08-09,Silver Medal,2.0,YANG Liu,Female,People's Republic of China,People's Republic of China,Hockey,Women,1998-09-01,1926914,true
2024-08-09,Silver Medal,2.0,ZHANG Ying,Female,People's Republic of China,People's Republic of China,Hockey,Women,1998-08-29,1926920,true
2024-08-09,Silver Medal,2.0,CHEN Yi,Female,People's Republic of China,People's Republic of China,Hockey,Women,1997-01-28,1926893,true
2024-08-09,Silver Medal,2.0,MA Ning,Female,People's Republic of China,People's Republic of China,Hockey,Women,2000-09-29,1926908,true
2024-08-09,Silver Medal,2.0,LI Hong,Female,People's Republic of China,People's Republic of China,Hockey,Women,1999-05-31,1926901,true
2024-08-09,Silver Medal,2.0,OU Zixia,Female,People's Republic of China,People's Republic of China,Hockey,Women,1995-09-24,1926909,true
2024-08-09,Silver Medal,2.0,DAN Wen,Female,People's Republic of China,People's Republic of China,Hockey,Women,1999-06-14,1926894,true
2024-08-09,Silver Medal,2.0,ZOU Meirong,Female,People's Republic of China,People's Republic of China,Hockey,Women,2000-09-01,1926923,true
2024-08-09,Silver Medal,2.0,HE Jiangxin,Female,People's Republic of China,People's Republic of China,Hockey,Women,1997-08-19,1926898,true
2024-08-09,Silver Medal,2.0,FAN Yunxia,Female,People's Republic of China,People's Republic of China,Hockey,Women,2002-12-07,1926895,true
2024-08-09,Silver Medal,2.0,CHEN Yang,Female,People's Republic of China,People's Republic of China,Hockey,Women,1997-02-15,1926926,true
2024-08-09,Silver Medal,2.0,XU Wenyu,Female,People's Republic of China,People's Republic of China,Hockey,Women,1995-12-06,1926912,true
2024-08-09,Silver Medal,2.0,ZHONG Jiaqi,Female,People's Republic of China,People's Republic of China,Hockey,Women,1999-09-23,1926922,true
2024-08-09,Silver Medal,2.0,TAN Jinzhuang,Female,People's Republic of China,People's Republic of China,Hockey,Women,2003-01-27,1926910,true
2024-08-09,Silver Medal,2.0,YU Anhui,Female,People's Republic of China,People's Republic of China,Hockey,Women,2001-04-30,1926916,true
2024-08-09,Bronze Medal,3.0,TOCCALINO Sofia,Female,Argentina,Argentina,Hockey,Women,1997-03-20,1538304,true
2024-08-09,Bronze Medal,3.0,GORZELANY Agustina,Female,Argentina,Argentina,Hockey,Women,1996-03-11,1538274,true
2024-08-09,Bronze Medal,3.0,RAPOSO RUIZ de los LLANOS Valentina,Female,Argentina,Argentina,Hockey,Women,2003-01-28,1538294,true
2024-08-09,Bronze Medal,3.0,ALONSO Agostina,Female,Argentina,Argentina,Hockey,Women,1995-10-01,1538253,true
2024-08-09,Bronze Medal,3.0,ALBERTARRIO Agustina,Female,Argentina,Argentina,Hockey,Women,1993-01-01,1538244,true
2024-08-09,Bronze Medal,3.0,GRANATTO Maria,Female,Argentina,Argentina,Hockey,Women,1995-04-21,1538276,true
2024-08-09,Bronze Medal,3.0,COSENTINO Cristina,Female,Argentina,Argentina,Hockey,Women,1997-12-22,1538266,true
2024-08-09,Bronze Medal,3.0,SANCHEZ MOCCIA Rocio,Female,Argentina,Argentina,Hockey,Women,1988-08-02,1538295,true
2024-08-09,Bronze Medal,3.0,SAUZE VALDEZ Victoria,Female,Argentina,Argentina,Hockey,Women,1991-07-21,1538299,true
2024-08-09,Bronze Medal,3.0,CAIRO Sofia,Female,Argentina,Argentina,Hockey,Women,2002-10-08,1538261,true
2024-08-09,Bronze Medal,3.0,TRINCHINETTI Eugenia,Female,Argentina,Argentina,Hockey,Women,1997-07-17,1538305,true
2024-08-09,Bronze Medal,3.0,CASAS Lara,Female,Argentina,Argentina,Hockey,Women,2004-06-22,1538262,true
2024-08-09,Bronze Medal,3.0,CASTELLARO MORELLO Juana,Female,Argentina,Argentina,Hockey,Women,2005-03-29,1538263,true
2024-08-09,Bronze Medal,3.0,CAMPOY Maria,Female,Argentina,Argentina,Hockey,Women,1990-10-06,1538260,true
2024-08-09,Bronze Medal,3.0,JANKUNAS Julieta,Female,Argentina,Argentina,Hockey,Women,1999-01-20,1538277,true
2024-08-09,Bronze Medal,3.0,DIAZ de ARMAS Zoe,Female,Argentina,Argentina,Hockey,Women,2006-06-05,1900397,true
2024-08-09,Gold Medal,1.0,FAN Zhendong,Male,People's Republic of China,People's Republic of China,Table Tennis,Men's Team,1997-01-22,1902295,true
2024-08-09,Gold Medal,1.0,MA Long,Male,People's Republic of China,People's Republic of China,Table Tennis,Men's Team,1988-10-20,1902300,true
2024-08-09,Gold Medal,1.0,WANG Chuqin,Male,People's Republic of China,People's Republic of China,Table Tennis,Men's Team,2000-05-11,1902301,true
2024-08-09,Silver Medal,2.0,KALLBERG Anton,Male,Sweden,Sweden,Table Tennis,Men's Team,1997-08-17,1563381,true
2024-08-09,Silver Medal,2.0,KARLSSON Kristian,Male,Sweden,Sweden,Table Tennis,Men's Team,1991-08-06,1563386,true
2024-08-09,Silver Medal,2.0,MOREGARD Truls,Male,Sweden,Sweden,Table Tennis,Men's Team,2002-02-16,1563390,true
2024-08-09,Bronze Medal,3.0,GAUZY Simon,Male,France,France,Table Tennis,Men's Team,1994-10-25,1889178,true
2024-08-09,Bronze Medal,3.0,LEBRUN Alexis,Male,France,France,Table Tennis,Men's Team,2003-08-27,1889176,true
2024-08-09,Bronze Medal,3.0,LEBRUN Felix,Male,France,France,Table Tennis,Men's Team,2006-09-12,1889177,true
2024-08-09,Bronze Medal,3.0,ANDERSON Matthew,Male,United States of America,United States of America,Volleyball,Men,1987-04-18,1917987,true
2024-08-09,Bronze Medal,3.0,AVERILL Taylor,Male,United States of America,United States of America,Volleyball,Men,1992-03-05,1917988,true
2024-08-09,Bronze Medal,3.0,CHRISTENSON Micah,Male,United States of America,United States of America,Volleyball,Men,1993-05-08,1917991,true
2024-08-09,Bronze Medal,3.0,DEFALCO Torey,Male,United States of America,United States of America,Volleyball,Men,1997-04-10,1917993,true
2024-08-09,Bronze Medal,3.0,HOLT Maxwell,Male,United States of America,United States of America,Volleyball,Men,1987-03-12,1918000,true
2024-08-09,Bronze Medal,3.0,JAESCHKE Thomas,Male,United States of America,United States of America,Volleyball,Men,1993-09-04,1918002,true
2024-08-09,Bronze Medal,3.0,JENDRYK II Jeffrey,Male,United States of America,United States of America,Volleyball,Men,1995-09-15,1918003,true
2024-08-09,Bronze Medal,3.0,MA'A Micah,Male,United States of America,United States of America,Volleyball,Men,1997-04-16,1917982,true
2024-08-09,Bronze Medal,3.0,MUAGUTUTIA Garrett,Male,United States of America,United States of America,Volleyball,Men,1988-02-26,1918007,true
2024-08-09,Bronze Medal,3.0,RUSSELL Aaron,Male,United States of America,United States of America,Volleyball,Men,1993-06-04,1918009,true
2024-08-09,Bronze Medal,3.0,SHOJI Erik,Male,United States of America,United States of America,Volleyball,Men,1989-08-24,1918011,true
2024-08-09,Bronze Medal,3.0,SMITH David,Male,United States of America,United States of America,Volleyball,Men,1985-05-15,1918012,true
2024-08-09,Bronze Medal,3.0,ENSING Kyle,Male,United States of America,United States of America,Volleyball,Men,1997-03-06,1917994,false
2024-08-10,Gold Medal,1.0,WANG Liuyi,Female,People's Republic of China,People's Republic of China,Artistic Swimming,Duet,1997-01-16,1908852,true
2024-08-10,Gold Medal,1.0,WANG Qianyi,Female,People's Republic of China,People's Republic of China,Artistic Swimming,Duet,1997-01-16,1908853,true
2024-08-10,Silver Medal,2.0,SHORTMAN Kate,Female,Great Britain,Great Britain,Artistic Swimming,Duet,2001-11-19,1544151,true
2024-08-10,Silver Medal,2.0,THORPE Isabelle,Female,Great Britain,Great Britain,Artistic Swimming,Duet,2001-03-04,1980935,true
2024-08-10,Bronze Medal,3.0,de BROUWER Bregje,Female,Netherlands,Netherlands,Artistic Swimming,Duet,1999-03-09,1972513,true
2024-08-10,Bronze Medal,3.0,de BROUWER Noortje,Female,Netherlands,Netherlands,Artistic Swimming,Duet,1999-03-09,1972512,true
2024-08-10,Gold Medal,1.0,BAILEY Christopher,Male,United States of America,United States of America,Athletics,Men's 4 x 400m Relay,2000-05-29,1960604,true
2024-08-10,Gold Medal,1.0,BENJAMIN Rai,Male,United States of America,United States of America,Athletics,Men's 4 x 400m Relay,1997-07-27,1960684,true
2024-08-10,Gold Medal,1.0,DEADMON Bryce,Male,United States of America,United States of America,Athletics,Men's 4 x 400m Relay,1997-03-26,1960590,true
2024-08-10,Gold Medal,1.0,HALL Quincy,Male,United States of America,United States of America,Athletics,Men's 4 x 400m Relay,1998-07-31,1960177,false
2024-08-10,Gold Medal,1.0,LINDSEY Courtney,Male,United States of America,United States of America,Athletics,Men's 4 x 400m Relay,1998-11-18,1965202,false
2024-08-10,Gold Medal,1.0,NORMAN Michael,Male,United States of America,United States of America,Athletics,Men's 4 x 400m Relay,1997-12-03,1965289,false
2024-08-10,Gold Medal,1.0,NORWOOD Vernon,Male,United States of America,United States of America,Athletics,Men's 4 x 400m Relay,1992-04-10,1960111,true
2024-08-10,Gold Medal,1.0,WILSON Quincy,Male,United States of America,United States of America,Athletics,Men's 4 x 400m Relay,2008-01-08,4979564,true
2024-08-10,Silver Medal,2.0,EPPIE Lee Bhekempilo,Male,Botswana,Botswana,Athletics,Men's 4 x 400m Relay,1999-05-18,4975921,false
2024-08-10,Silver Medal,2.0,KEBINATSHIPI Busang Collen,Male,Botswana,Botswana,Athletics,Men's 4 x 400m Relay,2004-02-13,1950939,true
2024-08-10,Silver Medal,2.0,NDORI Bayapo,Male,Botswana,Botswana,Athletics,Men's 4 x 400m Relay,1999-06-20,1950897,true
2024-08-10,Silver Medal,2.0,PESELA Anthony,Male,Botswana,Botswana,Athletics,Men's 4 x 400m Relay,2002-06-09,1951506,true
2024-08-10,Silver Medal,2.0,SCOTCH Leungo,Male,Botswana,Botswana,Athletics,Men's 4 x 400m Relay,1996-02-28,1950918,false
2024-08-10,Silver Medal,2.0,TEBOGO Letsile,Male,Botswana,Botswana,Athletics,Men's 4 x 400m Relay,2003-06-07,1936983,true
2024-08-10,Bronze Medal,3.0,DAVEY Lewis,Male,Great Britain,Great Britain,Athletics,Men's 4 x 400m Relay,2000-10-24,1924406,true
2024-08-10,Bronze Medal,3.0,DOBSON Charles,Male,Great Britain,Great Britain,Athletics,Men's 4 x 400m Relay,1999-10-20,1924409,true
2024-08-10,Bronze Medal,3.0,HARRIES Toby,Male,Great Britain,Great Britain,Athletics,Men's 4 x 400m Relay,1998-09-30,4663897,true
2024-08-10,Bronze Medal,3.0,HAYDOCK-WILSON Alex,Male,Great Britain,Great Britain,Athletics,Men's 4 x 400m Relay,1999-07-28,1924426,true
2024-08-10,Bronze Medal,3.0,HUDSON-SMITH Matthew,Male,Great Britain,Great Britain,Athletics,Men's 4 x 400m Relay,1994-10-26,1924430,true
2024-08-10,Bronze Medal,3.0,REARDON Samuel,Male,Great Britain,Great Britain,Athletics,Men's 4 x 400m Relay,2003-10-30,1956853,true
2024-08-10,Bronze Medal,3.0,CARVELL Charlie,Male,Great Britain,Great Britain,Athletics,Men's 4 x 400m Relay,2004-06-30,1924402,false
2024-08-10,Gold Medal,1.0,BROWN Kaylyn,Female,United States of America,United States of America,Athletics,Women's 4 x 400m Relay,2004-12-31,1960650,true
2024-08-10,Gold Medal,1.0,BUTLER Aaliyah,Female,United States of America,United States of America,Athletics,Women's 4 x 400m Relay,2003-11-05,4979555,true
2024-08-10,Gold Medal,1.0,ELLIS Kendall,Female,United States of America,United States of America,Athletics,Women's 4 x 400m Relay,1996-03-08,1960984,false
2024-08-10,Gold Medal,1.0,HAYES Quanera,Female,United States of America,United States of America,Athletics,Women's 4 x 400m Relay,1992-03-07,1961016,true
2024-08-10,Gold Medal,1.0,HOLMES Alexis,Female,United States of America,United States of America,Athletics,Women's 4 x 400m Relay,2000-01-28,1960909,true
2024-08-10,Gold Medal,1.0,LITTLE Shamier,Female,United States of America,United States of America,Athletics,Women's 4 x 400m Relay,1995-03-20,1960179,true
2024-08-10,Gold Medal,1.0,McLAUGHLIN-LEVRONE Sydney,Female,United States of America,United States of America,Athletics,Women's 4 x 400m Relay,1999-08-07,1965308,true
2024-08-10,Gold Medal,1.0,THOMAS Gabrielle,Female,United States of America,United States of America,Athletics,Women's 4 x 400m Relay,1996-12-07,1965868,true
2024-08-10,Silver Medal,2.0,BOL Femke,Female,Netherlands,Netherlands,Athletics,Women's 4 x 400m Relay,2000-02-23,1972078,true
2024-08-10,Silver Medal,2.0,de WITTE Lisanne,Female,Netherlands,Netherlands,Athletics,Women's 4 x 400m Relay,1992-09-10,1972288,true
2024-08-10,Silver Medal,2.0,KLAVER Lieke,Female,Netherlands,Netherlands,Athletics,Women's 4 x 400m Relay,1998-08-20,1972115,true
2024-08-10,Silver Medal,2.0,PEETERS Cathelijn,Female,Netherlands,Netherlands,Athletics,Women's 4 x 400m Relay,1996-11-06,1972240,true
2024-08-10,Silver Medal,2.0,SAALBERG Eveline,Female,Netherlands,Netherlands,Athletics,Women's 4 x 400m Relay,1998-07-30,1972248,true
2024-08-10,Silver Medal,2.0,van de WIEL Anne,Female,Netherlands,Netherlands,Athletics,Women's 4 x 400m Relay,1997-06-04,4980004,false
2024-08-10,Silver Medal,2.0,van der SCHOOT Myrte,Female,Netherlands,Netherlands,Athletics,Women's 4 x 400m Relay,2004-04-16,1972251,true
2024-08-10,Bronze Medal,3.0,ANNING Amber,Female,Great Britain,Great Britain,Athletics,Women's 4 x 400m Relay,2000-11-18,1924383,true
2024-08-10,Bronze Medal,3.0,JOHN Yemi Mary,Female,Great Britain,Great Britain,Athletics,Women's 4 x 400m Relay,2003-05-03,1924437,true
2024-08-10,Bronze Medal,3.0,KELLY Hannah,Female,Great Britain,Great Britain,Athletics,Women's 4 x 400m Relay,2000-12-20,1956846,true
2024-08-10,Bronze Medal,3.0,NIELSEN Laviai,Female,Great Britain,Great Britain,Athletics,Women's 4 x 400m Relay,1996-03-13,1924464,true
2024-08-10,Bronze Medal,3.0,NIELSEN Lina,Female,Great Britain,Great Britain,Athletics,Women's 4 x 400m Relay,1996-03-13,1924463,true
2024-08-10,Bronze Medal,3.0,OHURUOGU Victoria,Female,Great Britain,Great Britain,Athletics,Women's 4 x 400m Relay,1993-02-28,1924470,true
2024-08-10,Bronze Medal,3.0,WILLIAMS Jodie,Female,Great Britain,Great Britain,Athletics,Women's 4 x 400m Relay,1993-09-28,1924506,true
2024-08-10,Bronze Medal,3.0,YEARGIN Nicole,Female,Great Britain,Great Britain,Athletics,Women's 4 x 400m Relay,1997-08-11,1924509,true
2024-08-10,Gold Medal,1.0,CURRY Stephen,Male,United States of America,United States of America,Basketball,Men,1988-03-14,1954698,true
2024-08-10,Gold Medal,1.0,EDWARDS Anthony,Male,United States of America,United States of America,Basketball,Men,2001-08-05,1954701,true
2024-08-10,Gold Medal,1.0,JAMES LeBron,Male,United States of America,United States of America,Basketball,Men,1984-12-30,1954714,true
2024-08-10,Gold Medal,1.0,DURANT Kevin,Male,United States of America,United States of America,Basketball,Men,1988-09-29,1954700,true
2024-08-10,Gold Medal,1.0,WHITE Derrick,Male,United States of America,United States of America,Basketball,Men,1994-07-02,1954724,true
2024-08-10,Gold Medal,1.0,HALIBURTON Tyrese,Male,United States of America,United States of America,Basketball,Men,2000-02-29,1954705,true
2024-08-10,Gold Medal,1.0,TATUM Jayson,Male,United States of America,United States of America,Basketball,Men,1998-03-03,1954684,true
2024-08-10,Gold Medal,1.0,EMBIID Joel,Male,United States of America,United States of America,Basketball,Men,1994-03-16,1954683,true
2024-08-10,Gold Medal,1.0,HOLIDAY Jrue,Male,United States of America,United States of America,Basketball,Men,1990-06-12,1954709,true
2024-08-10,Gold Medal,1.0,ADEBAYO Bam,Male,United States of America,United States of America,Basketball,Men,1997-07-18,1954688,true
2024-08-10,Gold Medal,1.0,DAVIS Anthony,Male,United States of America,United States of America,Basketball,Men,1993-03-11,1954699,true
